id,country_id,country_code,country_name,region_id,region_name,income_group_id,income_group_name,income_group_acronym,implementing_agency_id,implementing_agency_acronym,implementing_agency_name,implementing_subagency_id,subagency_acronym,subagency_name,channel_category_id,channel_category_name,channel_subcategory_name,channel_subcategory_id,channel_id,channel_name,dac_category_id,dac_category_name,dac_sector_code,dac_sector_name,dac_purpose_code,dac_purpose_name,funding_account_id,funding_account_name,assistance_category_id,assistance_category_name,activity_id,activity_name,activity_project_number,activity_start_date,activity_end_date,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount,funding_agency_id,funding_agency_name,funding_agency_acronym,aid_type_group_id,aid_type_group_name,activity_description,USG_sector_id,USG_sector_name,submission_id
14958406,48,BHR,Bahrain,3,Middle East and North Africa,4,High Income Country,HIC,8,ARMY,Department of the Army,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,18216,"DoD Excess Defense Articles, EDA Grant (516)",NULL,,,2,Obligations,2000,4000,5456,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). 20MM DUMMY AMMUNITION, Quantity Delivered: 2000.",3,Stabilization Operations and Security Sector Reform,19
14958421,68,BOL,Bolivia,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4001428,"Millennium Science & Engineering, Inc.",2,Health and Population,140,Water Supply and Sanitation,14022,Sanitation - large systems,11x1001,Trade and Development Agency,1,Economic,95610,Desk Study - SAGUAPAC Wastewater Project,NULL,,,2,Obligations,2000,4000,5456,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - SAGUAPAC Wastewater Project, through Millennium Science & Engineering, Inc.",18,Water Supply and Sanitation,70
14958451,604,PER,Peru,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95452,Desk Study - PetroPeru Talara Refinery,NULL,,,2,Obligations,2000,4000,5456,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - PetroPeru Talara Refinery, through RKR & Associates, Ltd.",52,Multi-sector - Unspecified,70
14958619,1002,WLD,World,7,World,0,NULL,NULL,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,97x0819,"Department of Defense, Overseas Humanitarian, Disaster, and Civic Aid",1,Economic,22632,Humanitarian Assistance,NULL,,,2,Obligations,2000,4000,5456,7,Department of Defense,DOD,3,Project-Type,"Humanitarian Assistance through the Department of Defense's Overseas Humanitarian, Disaster and Civic Aid (OHDACA) [under the United States Special Operations Command].",51,Humanitarian Assistance - General,20
14958685,862,VEN,Venezuela,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - Non United States,20,4001463,Tractebel Engineering,4,Infrastructure,230,Energy,23110,Energy policy and administrative management,11x1001,Trade and Development Agency,1,Economic,94738,Desk Study - CADAFE Combined Cycle Upgrade,NULL,,,2,Obligations,2000,4000,5456,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - CADAFE Combined Cycle Upgrade, through Econergy International Corporation",28,Infrastructure,70
14958742,608,PHL,Philippines,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95481,Desk Study - Port Authority MIS Computerization,NULL,,,2,Obligations,2000,3985,5435,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Port Authority MIS Computerization, through Telematics Engineering",52,Multi-sector - Unspecified,70
14958835,1007,CNA,Central America Region,6,Western Hemisphere,0,NULL,NULL,17,TDA,Trade and Development Agency,999,NULL,not applicable,1,Government,Government - United States,1,1000019,U.S. Government - Trade and Development Agency,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,99379,Technical Assistance - Regional Airlines Aircraft Initiative,NULL,,,2,Obligations,2000,3946,5382,17,Trade and Development Agency,TDA,4,Technical Assistance,"Technical Assistance - Regional Airlines Aircraft Initiative, through Scott Hubbard",52,Multi-sector - Unspecified,70
14958904,891,SCG,Serbia and Montenegro (former),2,Europe and Eurasia,0,NULL,NULL,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",3,NGO,NGO - United States,5,4000174,InterAction,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,83625,Refugee Assistance Activities,NULL,,,2,Obligations,2000,3910,5333,2,Department of State,STATE,3,Project-Type,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [InterAction]",37,"Protection, Assistance and Solutions",65
14958947,262,DJI,Djibouti,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,228823,"Commodity Value for  Corn, Soya Blend / Approximate Number of people fed: 100000. / Metric Tons: 15.",UTH01869,,,2,Obligations,2000,3900,5319,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Development Assistance (funds),37,"Protection, Assistance and Solutions",999
14958962,204,BEN,Benin,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,243994,"Total Freight for  Wheat, Soy Blend / Metric Tons: 25.",UTH17040,,,2,Obligations,2000,3900,5319,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Pre-School Feeding,37,"Protection, Assistance and Solutions",999
14958971,604,PER,Peru,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,237619,"Total Freight for  Corn, Soya Blend / Metric Tons: 25.",UTH10665,,,2,Obligations,2000,3900,5319,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Pre-School Feeding,37,"Protection, Assistance and Solutions",999
14959090,1018,EUN,Europe Region,2,Europe and Eurasia,0,NULL,NULL,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,97x0819,"Department of Defense, Overseas Humanitarian, Disaster, and Civic Aid",1,Economic,22638,Humanitarian Assistance - Kurdish Relief,NULL,,,2,Obligations,2000,3874,5284,7,Department of Defense,DOD,3,Project-Type,"Humanitarian Assistance - Kurdish Relief through the Department of Defense's Overseas Humanitarian, Disaster and Civic Aid (OHDACA) [under the United States European Command].",51,Humanitarian Assistance - General,20
14959149,498,MDA,Moldova,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193045,Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 20 [through International Partner Human Development],APH02223,,,2,Obligations,2000,3855,5258,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 20 [through International Partner Human Development],37,"Protection, Assistance and Solutions",999
14959159,268,GEO,Georgia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4008698,"Wayne Minnick & Associates, LLC",7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,94786,Desk Study - Caucasus ATC Study,NULL,,,2,Obligations,2000,3850,5251,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Caucasus ATC Study, through WM Associates",52,Multi-sector - Unspecified,70
14959200,862,VEN,Venezuela,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,94918,Desk Study - EDELCA Tocoma Hydropower,NULL,,,2,Obligations,2000,3830,5224,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - EDELCA Tocoma Hydropower, through Commonwealth Power Corporation",52,Multi-sector - Unspecified,70
14959475,48,BHR,Bahrain,3,Middle East and North Africa,4,High Income Country,HIC,8,ARMY,Department of the Army,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,18309,"DoD Excess Defense Articles, EDA Grant (516)",NULL,,,2,Obligations,2000,3700,5047,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). AMMUNITION, .50 CALIBER BLANK, Quantity Delivered: 10000.",3,Stabilization Operations and Security Sector Reform,19
14959484,232,ERI,Eritrea,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,238980,Total Freight for  Other Direct Operational Costs,UTH12026,,,2,Obligations,2000,3700,5047,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Other Direct Operation Costs,37,"Protection, Assistance and Solutions",999
14959722,320,GTM,Guatemala,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,239736,"Total Freight for  Rice, bagged / Metric Tons: 23.",UTH12782,,,2,Obligations,2000,3600,4910,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Food-for-Work,37,"Protection, Assistance and Solutions",999
14959753,204,BEN,Benin,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,241983,"Total Freight for  Vegetable Oil, 4 Liters / Metric Tons: 23.",UTH15029,,,2,Obligations,2000,3600,4910,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  School feeding,37,"Protection, Assistance and Solutions",999
14959942,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,191029,Food For Progress Title I - Commodity Value of Rice (by 2 lb)/Metric TonZ: 10 [through Project Aid Siberia],APH00207,,,2,Obligations,2000,3530,4815,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Rice (by 2 lb)/Metric TonZ: 10 [through Project Aid Siberia],37,"Protection, Assistance and Solutions",999
14959977,76,BRA,Brazil,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4008594,"Power Tech Associates, PC",7,Other,430,Other Multisector,43010,Multisector aid,11x1001,Trade and Development Agency,1,Economic,95660,Desk Study - Sao Paulo Transport Electrical System,NULL,,,2,Obligations,2000,3500,4774,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Sao Paulo Transport Electrical System, through Power Tech Associates, PC",52,Multi-sector - Unspecified,70
14959989,32,ARG,Argentina,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,1,Government,Government - United States,1,1000019,U.S. Government - Trade and Development Agency,4,Infrastructure,220,Communications,22010,Communications policy and administrative management,11x1001,Trade and Development Agency,1,Economic,94833,Desk Study - Communications Secretariat Technical Advisor,NULL,,,2,Obligations,2000,3500,4774,17,Trade and Development Agency,TDA,4,Technical Assistance,"Desk Study - Communications Secretariat Technical Advisor, through Brendan Gannon",28,Infrastructure,70
14960015,320,GTM,Guatemala,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,232367,"Commodity Value for  Vegetable Oil, 20 Liters / Metric Tons: 5.",UTH05413,,,2,Obligations,2000,3500,4774,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Maternal-Child Health,37,"Protection, Assistance and Solutions",999
14960038,360,IDN,Indonesia,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,241911,"Total Freight for  Vegetable Oil, 4 Liters / Metric Tons: 20.",UTH14957,,,2,Obligations,2000,3500,4774,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Cooperating Sponsor,37,"Protection, Assistance and Solutions",999
